,text
228393,"Wanna have a good picture for my profile, but.. Don't have one  Damn.. xx"
439286,Just played Guitar Hero for first time in a long time... and I'm a little rusty  This warrants lots &amp; lots of practice!
27733,bob. bob. bob. bob. bob. hair. bob. bob. bob. aaaaaahhh 8O. translation: i cut my hair REALLY short. kinda like it though... 
486897,@3aneeda Send me an email telling me about ur wedding customs in OMan  Im curious tra!
137388,@PBizzle My silly content control won't let me visit the link  Would you explain please?
195344,"@stxrI saw. I'm pissed at Maxis for apparently making it near impossible to mod, hack and make CC. So fuck the sims 3.  *bitter grapes*"
20359,Aaah! Breakfast. Fruit and oatmeal with no milk. The holiday inn only has whole milk  might as well use cream.
275937,i want a disneyland annual pass 
202355,"@Maggiemelba Good morning hun! I will, promise  Glad you like 'em. Have a lovely day :o)"
425625,to scared to go to sleep now... I hope i dont get bitten  
57870,off to bed to red for a while. i'm reading The Adoration Of Jenna Fox by Mary E Pearson.  sounds good. recommendation. tweet dreams! 
209307,"Have you ever been told that you suck at something,that you love doing. It just happened to me "
49566,"@wordcreates How lovely! I try and have a merry heart all the time, but my body is weary sometimes and thus the flu! "
244847,"&quot;Good....Morning.......BAYSIDE,........&quot; lol Saved by the bell   morning twitterbugs!"
96970,back at work and the rain is pouring down 
12883,"@dulong Yes!  It was a fun image, though, not unlike Eddie in AbFab in shock over spotting her designer wear on a &quot;street person&quot;"
393280,Back to work tonight.  
49772,is feeling much better now that email was sent setting Pastor straight and he agreed about supporting me. Whipped him right into shape. 
454695,@eddiethegun been posting this around  http://bit.ly/13HmLS  amazing 
369504,another exam down only another 6 2 go 
130608,@scaree  I hope today just flows through and lots of nice things happen at work so you come home happy 
292006,"@__Fran__ I brought it last year at the airport, started it in Rhodes, but got distracted and never finished it "
323651,"@TomVMorris that may be a hint to GET OFF THE COMPUTER!! (don't worry, I feel exactly the same way) Enjoy your evening "
338575,I'm slightly sober. 
484049,@alexstarcher let me know how it went  i wanted to come but i just got home
258879,@lkr I don't want to be on your FLAYING list - that just sounds naughty. 
237453,shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced databases in 8 hours and 13 minutes  fail
159023,@Piewacket1 Thanks I was just about to tweet that 
270080,"@heathermriley oh i know,i had like 5 of them adding me today  #20boysummer"
522089,Special k over slimfast.  go to the special k website and research it first though. 
492493,ugh..am getting the cardinals feed instead of giants 
310378,such a lovely day but I am now so tired and have to rest 
297358,"is proud of the baby for switching seamlessly to the crib, but misses getting her face pushed on and snuggled against "
220779,hanging out with friends 
390967,isn't the breakfast club a great film 
455500,@JonathanRKnight People love gossip &amp; all I have to say is their are very sad people. I know that U are a great man.  See U on July 3rd. 
469720,"@PatrikIanPolk When I moved to Toronto *** yrs ago, it was said Xaviera Hollander was a resident. Luv 4 the place frn  the start "
149523,@msbehavn  Ah man that sucks! Where is her school?
213309,6am wake up time tomorrow  although I am excited to start my EMT class!
309369,handyman just cancelled on me 
180347,I hope someone from PBS wins!  
263489,"@reallyeva nah, i think it's kryptonite "
457446,Ooh can't wait until 4o'clock today... Finishin early today 
410717,@riceagain You can't eat soup with chopsticks yet?.. pfft.. newbie!  lol.. just kidding 
51599,"@dimcarcosa I've tried to read some graphic novels, but I've never been any good at the technique. I never know which panel to look at. "
67880,"1,000 piece puzzle completed   Now to get another one."
464006,"being warm is wonderful! about 3 hours and 20 minutes left, and surprisingly, the last 4 hours and 40 minutes have not really dragged on. "
397391,just watching TV patrol world while surfing the net. HAHA! 
221562,@theodormaghrak feel better  eat some soup and saltines. Do/did you present today?
151112,I Can't Get TwitterBerry 
197412,@Wolfies being sad that lebron and the cavs lost  they. Ca. Still do it tho!!!!!!!
364246,"@solobasssteve Morning, dude! Ivy has decided she wants to go on a boat today. Are you guys around this PM? Would be nice to see you. "
202329,@Karen230683 Nightmare innit!! I curse the day my mum gave me my 1st beer...she could have waited till my 3rd brithday!  LOL @glasgowlassy
239747,@theWynk ...except for me. I am a conscientious objector to being mosquito bait. 
419736,@coreykinder I miss you too! I'll be back in like a month or so! P.S. - I used to love getting bonus checks too but I don't have a job 
353155,@40OnTheWrist Man...working hard! I remember you too...so is it Deon or Izeko? Forgive me if I spelled Deon wrong 
305346,Omw to the Sox game 
276285,@OneLoneKnight What? Confused - I speak no German 
143187,Im not hormonal! Im just a bitch! Duh 
7605,Pretty sure I might have shin splints. I need a new form of stress relief this week.  ouch
70421,@savannahjack have fun 
165523,Oh what i wouldn't give to be able to attend Ink N Iron! 
394072,"@Morten_Emery Yeah, I figured that one out on my own "
359294,@sevendaymile I miss Buffy too 
258568,@SCNotties - we could always start submitting 30 seconds *on behalf* of others 
60214,lovess the sunshinee 
358572,passed my test mhm 
297740,"@nomadicmatt Where all are you going in the US? If Portland, Oregon's on the list, let me know. "
126715,@Sweetangel69 Well for the future . . .just in case . . .you should admit it now! 
424571,"Heading out to @sadandbeautiful's opening. If you're near 21st and South tonight, please stop in and say hi and oggle her naked body. "
243376,sad i missed church  body still aching
372363,Searching for a new place to live. I hate it! So many complications to deal with... 
467217,Is it too late for me to take Ed's spot on the #bachelorette? 
462477,"@MarkFreedman @dastels Thanks for the tips,, i probably needs both actually  those little machines make strong cofee too."
344975,@CHRISDJMOYLES http://twitpic.com/7nr2q - And I was less than a mile away drinking by myself  I'm soooo lonely lol
10871,i'm going to work.. 
137678,what do you do when your computer finally works? you go on twitter 
207992,I could have jap food all my life and never get bored of it 
278458,Doing Chemistry and English Assignment. Block Exam next week. I am NOT looking forward to it... 
79656,Fake &amp; Lazy Symmetry at JP  by t2psalm http://www.flickr.com/photos/t2psalm/3582115142/
217631,@JonathanRKnight so glad to hear you landed  Cant wait to meet you 6/26.I have waited 22 years for the day that I would finally meet you!
290656,@DannyUmbert come back into my life!!! im a messsss and need my buddy back 
155965,Feel old &amp; decrepit today - every joint  aching. Tried to do too much yesterday I think. Which means I can't do much in garden today 
464739,@ReflectionWhite who's the random porn Starr. You have my attention 
465144,"I really want some Frosted Flakes, but i dont have any "
371468,"@FUCKCITY andy u.u i feel bad, about that question maybe i was a little hot yesterday, hahaha please forgive me (: i'll be a good boy now "
372816,@tommcfly Rio de Janeiro is great Tom! 
494698,"@aakomas my gf tried to get me to watch it, she thinks it funny how I am so into it now  now I am watching nancy grace lol"
419822,@julierubes I won't be at the game.  Found out too late.
438524,hello everyone 
317448,@TwoPeasandPod I am going to spend 4 weeks in the Utah Mts.    Lehi?
137810,@mfeige I left my Lakers cufflinks at home  along with my gold cumberbund and purple bowtie. Memory fail. My penguin suit is boring.
124249,"@samm_xo haa, im so jealous, good luck  no im not, im at school, my friend has tickets though. i really wanted to go! hah x"
222431,just wants some animal crackers but the vending machines dont have them this week 
242984,"@Natashaax   laugh if you want but imma melt if I wear jeans so, yeeeah :')"
261692,getting ready for renee anf kris wedding ! 
495223,"@bkclubcare Thanks! It's nice to have cheerleaders for this read-a-thon, too.  #48hbc"
476275,"@mishacollins stupid with my messages  anyways hope you have had a good day,take care  xx"
100332,heylo to all the beautiful souls  loving reading your tweets peeps!!
495659,wants to go home! 
12886,"Thank you @savechuck, both for saving my favorite TV show, and for being my 200th follower! "
112845,&lt;3&lt;3&lt;3Just Woke UP! About to make a homemade music video !!!(Then i go to clean my room again  &lt;3&lt;3&lt;3
256748,"Why is it that when you're not hungry, you have plenty of food at home? And why is it that the exact opposite is also true? I'm starving! "
225682,"i cant sleep...and im hella hungry   i feel like breakfast,  some pancakes yum"
389750,@green_shoes : thanks for the Friday Follow! Enjoy the long weekend! 
370489,"@nefernat Oh, just curious to know if you'd been playing with it "
485147,Will go drown my sorrows in a book and maybe some knitting. Can't be cake or bacon or grog etc put on .5kilo lately..must lose 10 more kg 
475100,@criminalrecords ohs nos! but i have to be at WREK during the contest. 
103315,Running Matlab fluid mechanics simulations for my last ever uni assignment. Less than 1 week until I fly out for WWDC09..... 
493233,alyn and denny both sidetracked me from studying 
273806,@Dykey wow. i feel so privileged  (yeah i cant spell  ) LMAO its 161ST not TH silly girl 
259987,New video recorded and will be live on my blog in about an hour - for now - watch the Lakers 
472002,Just got back from a hard workout...now I'm all Sweaty and sticky   Think I'll jump in the shower!
489853,@starstrukk09 and yeah i know  bit i guess jacob wasnt in the movie much...maybe he will win at the next awards for new moon
305736,@leonakimeera My new fun web programing language that I'm trying to get to grips with. When it works its cool 
194631,"Is at donington, watching touring cars "
280001,"No twitter, no phones, no TV... It will be a looong day "
260003,ok i got it now lol i feel smart 
187759,my life is in shambles  *tears*
138984,"@stephaniepratt OMG u were so pissed heidi did not choose you as the bride maid, she should have chose you! "
335131,"@iheartscuttle well nikki is pass no121, so i reckon 200+ thats why im gonna get a rubbish place  cause ill get there late probs  i wish"
82959,@couture Sorry I don't have any ass dimples.  I have very slight back dimples though! 
232006,@Redgie ugh he's even hard to watch on the hills. but he has my fav car  bmw 650
215491,@brenda_edwards Mum gimme some followers lol 
425992,sushi timeee 
117505,"@SheenaNastaja Yup, but I'll finish it tomorrow, sister's request. School's back tomrw so everybody's off to bed early  Did you check it?"
288183,Going to Target. 
4618,1 protein shake down 3 more to go  sick of weight loss and gym programmes
227379,@candlelight I've always used LinkedIn as a &quot;people I should meet&quot; tool - and often that overlaps with &quot;people I might know&quot;. 
50549,@ThatchickRocky Alrighty then Friend  I'll B waiting....Totally can't wait to see U!
344628,"Can we go to a pirate party saturday night @bencecka ?  can we, can we, please? "
213462,@I_Am_Marty well I was just training. thought i'd get the job but they want someone more experienced lol im not meant for hard labor 
23365,Got the strings on my guitar fixed!  And a haul!
379579,"@crydawn Oh no, Crystal, I haven't done one yet.  Not sure yet what to do if I do one, &amp; then will have to find out how to upload video. "
177541,@drmomentum that's too bad because your comments are always insightful 
195377,Just finished &quot;Mysterious affairs at Styles&quot;...Agatha Christie clean bowls me everytime! 
511442,"@MariahCarey Haha!  I knew u'd get me! We can motivate each other! Well, just let me finish this drink first....LOL"
57019,@NiaVardalos http://twitpic.com/6ghyz - You look gorgeous - Jim has your hair looking fab! 
19829,@DAChesterFrench dont get too fat haha 
30644,"KEEP FORGETTING MY PASSWORD, MR HOBBS THIS UPDATE IS FOR UR BENEFIT!! LOL  - PACKING UP GETTING READY TO LEAVE GLASGOW THIS WEEK - SAD "
34306,"@Ro11erGirl lol, the worst part is I'm sober. "
193018,some thoughts are better off kept to yourself. new day! 
166530,@mkayes ahha. But then you don't get paid holidays do you?!  Also I'm not sure I have the skills to work for myself. Need some development
218427,Y'all can come live with me as long as you kick your parents out...I'm sorry you haven't had a good mothers day!! 
105222,"@Yggdrasiltweet Wishing you all the best angel...but I don't just *think* your paper is fabulous, I *know* it is.. you rock "
421100,Has basically been told that she is selfish by someone she loves  and is really sad right now
258069,@arzupancic I was washing my sheets and it was tangled up in them and I didn't know  .
484445,"I feel so tired again. Grrrrr.  Oh,@Salamahafifi, good luck with all your mock exams! "
514357,@sintaxasn That was last week  Not another now until August.
236301,I'm back home...boo... I wish I was anywhere else.. 
283757,the gettysburg address .. bow ~ ! 
244144,rehearsing at school 
198174,@EWBfanclub ok awesome soooo waht's the plan??sshhh it gotta be a secret 
182164,"@leftwanting  My day's been good. OMG, I feel like I've neglected ya'll &amp; Twitter today, LMAO. I'm still trying to figure how I can go."
369338,lmao     you gotta read this:  http://twurl.nl/e5lttv
515409,Anyone around south melb able to bring me a working copy of mac os x 10.5 or 10.4 
215457,Finished the last book in the Twilight series ... how I LOVE happy endings .... left wanting more of course 
185031,watching greek. cant believe its the last day ill see you guys.  june 20.... ahh.
325066,Morning good people! What's happening? In the DMV area it's cloudy and somber looking but I plan wake up sometime today &amp; shine 
376931,boseeeeeeeen  pngen pegi
146401,"@officialnjonas I love Fly With Me! I cant stop listening to it at the moment, my family is getting pretty annoyed. lol.   "
450018,@msdymediva gurl I was gonna go to Kingsdom Dominion but I aint goin anymore 
392925,@brettmkaufman it might work. I won't know till Wed morning if I have to work that night. Let's take her out for her power hour!! 
445491,Just woke up. 
311382,Who has an annual pass to Disneyland in California and WON'T be able to use it between 4th-8th of June? @heyitsRachel &amp; I could use two. 
228826,mood today - first love - Uffie 
281237,I am at the library checking my email!  I just got a placement for student teaching as well!!! Yeeppie!!!!!!!!!!!! 
255868,Gonna be lost without her for 6 weeks 
333179,"&quot;Love from our town, San Francisco.&quot; Signed Tick &amp; Tock    http://bit.ly/NOxT7"
308512,"@Monicks nope, I would suggest that you are way too good to me "
345131,"Happy Father's Day!  So thankful I had a good father, so sad that he's no longer with me!  "
489219,"Can't thank @amykuney enough. That's an unreleased song, that my daughter can't stop singing! We also like &quot;Love is Trippy&quot; "
328124,@daraobriain how can we get audience tickets for MTW? I can never find them online 
516271,headed to my sisters good-bye party 
237940,@DDsD that has been covered in a weeds episode 
500103,I don't understand how things fall apart so fast... 
265847,good to be back in tampa 
406915,@JackJaffee Yay!! Glad to hear it 
11972,MY EYES! 
44762,"we're so busy at work, it's nuts. no break for me again "
525031,One more class and three exams till freshmen year ends 
320321,"the most amusing little musical joke of &quot;Obsolete?&quot;, is that you are listening to the oldest computers on the most modern, like the iPod. "
166585,@sweetlilmzmia okay. I hope THEY can dance. guys who don´t know how to move turn me off... 
41521,@FreestylaJen ayo you can download a new track for free on @steveappletons page 
453525,bloody hell got all my shit sorted early so i could go to see ya'll 
371585,@susangilmore Have a wonderful time Susan . I just got back form TX and will be in NJ in a couple of weeks 
200766,nobody is here...lol the whole side of the buildin where im at is empty..im  all alone 
303624,misses Ricky. . . I don't like him working when I'm home. . . but I do like the moolah. . . 
397702,"@scraliontis chances are they never will, Bill stabbed out their eyes "
363838,"No Basketball Bash today   Chase is thinking about a Nerf challenge instead.... urghhh. Can't it just be a lazy, rainy day?!"
70321,@tommcfly your duet with @jonasbrothers was amazing. i wish i'd been there 
137522,@soitpresente That would be a very powerful association.  At least it wasn't something chocolate.  
441870,@aynnarchy will do 
207563,@CherillKeynes haha. yup. she's still tiny. like a tea cup. LOL. A spitzu? Cool! haha. it must look adorable! 
361438,@momexperience Absolutely! You can interpret it any way you like. 
5311,i loooove sundays 
20795,Perhaps the only movie where Kate Winslet isnt nude: The Holiday. And i love it! 
236334,"At Busy Chef in Essex for breakfast while I still can. She's only open for another month   Great food, uses local! #btv #vt"
132109,"@jodywatley hey Jody greetings from Buffalo, NY just wanted to say I love your music Im pumping Still a Thrill now "
381728,Driving home its all gray and rainy out and for some reason i dont feel to well now 
115585,@Fatal45 My sympathies man.. 
520643,has a million &amp; 1 things to do to get ready to leave for vacation in the morning! Wish there was more time in the day! 
280209,Shout OUT to my twitter fam. I lOve YaL 
127589,OH YEAH...CHRIS LIGHTY WAS NOT TOO PLEASED WITH THE CAMERA IN HIS FACE...OH WELL 
376915,yeah it's the weekend... gotta love that 
380051,@fitchicnyc WHOAH. Sounds like a big change! Can't wait to see it 
36843,"@Lupina78 Strawberry cheescake is yummy. Plus sells it, for example (originally it's from Häagen Dasz but Plus is cheaper and still great "
290801,@afiaa_1212 wow wow wow who just made a new account yaaa?? Hahahaha hello fellow twitter  tweet tweet tweet
70194,And I'm missing Conan's first show.   Thank goodness for DVRs.
502791,Everwood Season 2 is out on DVD today. Too bad I can't afford it 
416066,Blueberry bagel makes Monday mornings good 
124513,Fmlll i just spiilled my drink everywhere and got my whole bed wet 
146309,don't know what i am doing 
374354,@AlexAllTimeLow instore signing of what exactly.....your new album isn't out yet  can we bring whatever???
428833,@boringSophie No  only rumors... Metallica in august and AC DC in September i think
524309,@cjsoutham i'll do my best - think they're all a little out of my price range at the moment... 
132696,Wednesday is world hug day ... pass it on 
454017,"taylor liam jones, why must you live in the UK "
174139,just found my old Duke Nukem 3D Atomic Edition 
468172,Catch my 'Neon Nights' show LIVE today 4-6pm on #SSRadio - www.ssradiouk.com 
108766,"I'm so sad, when I realized that I not stayed enough with my friends "
468097,Microwaves are really fucking confusing 
145559,Jon and Kate are breaking up 
467822,working working and working 
15085,"Loving the dirty msn chats with the b.f, "
22553,"Is Good @Kassiah 'k girl, I have something to tell you  have a good night: @Kassiah 'k girl, I have som.. http://tinyurl.com/rclt9q"
127005,@tonyseifart -  I'm in love with the new Audi A5!
171041,@IntentOfTheDay Happy Follow Friday!  
13468,"Haha, taking the how sexy are you quiz on facebook! "
31043,"was watching a documentary on the Castro... Good for KQED! Can't finish though, have to sleep... "
497110,@thusgaard added you on NST 
323543,Mm yay breakfast 
144455,@jessicameagher your the first real person i know on twitter that uses it aside from Justin Timberlake and Ashton Kutcher by bffs 
378536,@catherine1213 I know  we will though... I'm craving a blizzered!!
270020,@vivyenx I use globe. 
378603,"In the train back to Paris. Due to stomach flu, its really painful for me to stay 5 hours down on my seat. "
194486,"+ Exited about new Gorillaz album, better be finished soon, so is @brandnew album, whats the title gonna be anyway?  exiiited"
476912,&quot;Wanted&quot;:  no human being has the right to be as gorgeous as Angelina Jolie; and why did they have to kill the innocent ratties?  
32359,@PuterPrsn just FYI. Gave son a banana this morning and peeled from the bottom!  you're right - no strings! http://twitpic.com/3nngc
212374,@Leabella Sweet signoff...Rest Well! 
191295,didnt do anything all weekend 
79889,"@skygel Yeah, coz the black boxes will automatically turn off in 30 days. "
175788,@MikeCanDoIt Yes! That's awesome! It's summer lighting in red &amp; green. It goes with the blooming flowers! HAH. 
435600,http://twitpic.com/6ay9j - Omg do want this wrx that was at ea 
80933,@_Brenduhhh_ Sry to hear that 
225720,@Maeny  thanks ! I'll wait on Fillipo !  Nice day to you &amp; great song ! Mr D.Sch.really beautiful eyes &lt;3  so it 's time for me to work 
224095,@DivineStorm waheyy good morning! 
387672,Cagematch down... 
311005,"@LoriJY ITA, going to be hell week and we aren't even in college. "
135292,I have a flight tomorrow! Yay! 
71412,"@kylieann9280 @kyleandjackieo rove was so insincere about don lane...btw, pj don's son...very hot! Me likey!  x"
75180,watching RG at work  Found an old antenna
112512,"Alton Towers was great, i really enjoyed myself "
87381,shes a bully  TRIED TO WRITE ON MY TWITTER!!! :O
143942,just watched seven pounds on dvd and i'm crying 
463377,It never fails I always FORGET something when I'm headed back to VA! Smh!! @lyric07 I need u to fed ex my hat! 
468317,@jenifel Aww thanks! I am indeed graduating on Friday. Just 4 finals stand between me and freedom...or Teach for America and law school 
165723,@LauraLee_ODT @Liverpool_TX the pics that I could see were awesome...I have to wait to get home to see the others.  
49472,was keen on the town idea until it became apparent i lived in the Arctic...and had no crew  shattered
54430,"@drneevil Ah, to escape the sun and heat? "
189423,What happened 2 da party girl? I guess she jus came out 4 da winter...LOL she's sooooo not poppin right now 
416807,"@bramzo sounds like fun, but is it just my imagination or has it been done before?  #twoot"
285726,Getting ready for work  but then im gonna party hardy with my friend Jesse 
86099,I'm scared already 
57779,Is In The House Tonite  !
495065,@terryebush You are just so sweet! I'm very flattered that you read them 
28893,just got real lazy &amp; stopped cleaning! now laying down texting bfff @ceciibaybee. 
171822,@Brookie24 I still have soo muchh to do it's not even funny  Yer i think i'll  skip it to
14904,@loubee_ it dosnt matter bub  id rather not talk about it &quot;/ I LOVE YOU SO MUCH &lt;3 x
498695,"would much rather b organic, but those grasshoppers r as a plauge -  &amp; they aren't even hungry yet hard choice, dust r lose it  "
526749,@erika_stens which side of the 15 minutes do you fall on today? 
361453,@HermitUK and I'm still waiting for TIE Fighter 2 
27210,@MrQuocHung Chang thay anh online gi ca 
280240,Busy Busy Busy...has been the theme of the day..juggling many balls with two hands makes me tired till 6...have another meeting at 9PM 
389594,"sad and misses someone, wish I never made that comment. "
520303,"Me: &quot;Well, We Are Both Pretty Weird.&quot;      Drew: &quot;Yeah... I Wonder What Our Kids Will Be Like...&quot; Ahaha  Goodnight Everyone &lt;3 [ILYD]"
370383,Shweeep. 
193156,I'm bleeding profusely because my cat decided to freak out when the printer came on.  This is what I get for coming home for lunch.  
114017,@yumiki  @NickNeutron I baked my 1st ever chocolate cake... Its yummy... 
260497,@DeeDeeB83 Hey Mrs. 'course I found you. I haven't lost any of my stalker qualities 
480935,"thinks everyone should go and see star trek, it's awesome "
122962,Last day at the lake 
365261,@Kelstena ...was terrible and it upset me because I'm a HUGE fan of titan lore and they ruine dit.  
259964,"am afraid i'm gonna have to wash my dog soon,he rolled in a dead animal..he liked it so much,did not wanna disturb nature,so i let him "
206234,All my muscles ache after fixing the terrace 
107268,@chrizzotl awwwwwww  how'd tht hap?!
149937,Couldnt get through at all to vote for #Diversity 
349281,whoa whoa whoa listening to Miyavi's new song SuperHero for about the 9th time today! -swoons- that's one amazing Japanese boy 
499565,what a crazy morning...emergency doctor visit for my hubby 
501749,@DonatoEins Thanks for the link! Looks very swish... but sadly too expensive 
320850,bahaha twitterrific is fun  and convenient. 10 minutes to go *sighs*
326730,@aliaspooryorik I think we'll disown you for *reading* the MS Expression Newsletter! 
127734,@AlexKNelson thanks Alex! Have a wonderful Friday 
412925,as soon as I'm done..I'll start working on the tee art!  
135415,bought my ticket to Bro River Cruise  It's a cocktail-party  Can't wait! 
338760,Has to remain looking up...Spain for July 4th than Nova Scotia...ahhh Summer  ...Star Trek was amazing...can only prepare for what's good.
165544,"@schnittman lol, the world is an amazing place i think we are just taking a break from it this Sunday morning. "
87032,@jedmadela thanks 
114460,@Karina_Tess haha I fell asleep on the couch and then dad woke me up!  can't wait to sleep!
94093,Hello Twitters 
343966,@Cuse_Fan ohhhh yeah! haha  thanks i never go on it i forgot about that!!! Yes! 
110524,@skdev bhai itni mushkil english na likho... Goeos over my head... 
356393,@fed94 �?у подзравл�?ю тогда! 
311128,"@jenzavala Aww, thanks! I'm so glad to hear that (I'm going to update that soon btw! haha). And yeah, I'll read yours too!  Thanks again!"
353786,So bored!still mad about not being able to see all time low at the galleria and their acoustic session. 
510668,My tweet is on Cheep Tweet! http://cheaptweet.com/t/103 Go there and click on &quot;vote&quot;   
145348,@vicissitudes2 Flywheel was brutal? Oh.... 
181100,"The new York skyline is great, but I really miss my mountains "
106619,@DVLPRS heads up: you're not escaping HTML characters on http://dvlprs.com site - see my latest tweet for example. Nice work otherwise 
497471,"@JayGreasley I spoke to soon, doesn't seem related�it broke again soon after. @patrick tnx � you've got mail "
339690,Official New Moon Trailer   http://bit.ly/W8wtn
316145,@jaykpurdy decision made. i think jayk should show off his hair  more often 
258986,@jimblum must have been quite a ride to loose 44 lbs 
303080,I really wish I could wear flip flops to work. I don't wanna wear shoes 
409761,"@tsisey no i wasnt there, really wanted to go though "
7255,@tarajan98 WOHO!!! You go girl!! 
74718,"Just heard rob pattinson got hit by a cab in new york, hope he's ok "
273918,"@urbanrenewal yeah. American convention rules the world, doesn't it? "
461070,Getting into my huge tube to scald off the first few layers. 
315703,Made it safe to London &amp; smashed it @ Jammin' lastnight.... soooo hung over 
115281,HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you 
309776,@chanvin if I was in atl I so would! Sad day! 
381007,Selling the baby stuff makes me feel a little sad 
170903,"@andrewschof Good thanks, bit tired didn't get home until 12.45 last night, was queuing for XFactor from 2pm and didn't go in till 7.45pm "
82366,@sparroweyedgirl Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
271376,@paraparasailing  miss yall !! boston is good
328783,"@f01re Yeah, right. So why did he wait 38 years to tell anyone? Ooh, he's got a book out - what a coincidence! "
147409,"@mitchelmusso Nope.  I've never been to a concert in my whole 14 years of living.  lol Well, Ttyl God Bless."
369161,@AgencyRed Man of Mystery hmm. What do you do? lol. &quot;Hi&quot;  Just swinging through with my positive energy. 
350329,Working at 6am is kind of laaaame. 
414889,@madguy000 thanks to you too ;) And no idea what's up with my blog.. haven't really visited it for ages 
312765,thinks that karma is about to work its magic 
193472,on my hiptop 
163049,"Ah, he already gave up  I guess he hates twitter from now on."
318559,@ShelbyCollinge I did that before bed last night and it really helped. Thanks! 
192572,"@mileycyrus i just found out your concerts in the o2 in dublin are sold out, my sisters in bits "
487784,@Dannymcfly come 2 venezuela &amp; play a couple of shows &amp; we'll show u our teeth &amp; wht we got underneath! make us smile smile smile  please!
188291,@LaurenConrad it did central time too. 
167545,"@AllHaleRose ohhhh  the pickle thing... it's over now [i think]... awww, please!"
302061,I'm working 
448380,@lexxfive is it the same ole crap cooker too? got i hated that poxy kitchen - i'm in bed with a hangover 
100252,@shefaly I think snap.com is stopping that page loading for me 
291668,@MsJoeDanger  Listening to Eternity by Jb!! Aww such a good song but sad at the same time!! 
500852,Goodnight Twitterverse 
374369,"@Mom2chunkymonky hahahahahaha!!! Sorry, but that's hilar! Hope you feel better today... "
122314,finsihing off DT work 
321706,Early morning live bruxy version always rocks.   #themeetinghouse
395306,Anyone recommend nice steak restaurant in SG? Want to take out GF tonight for her birthday. Can't find an Argentine one here. 
19603,@WonderWomanXO for what show Jaimie? If I may ask. 
476002,don't really love monday.. 
404596,"on Twitter, Facebook, Bebo, iTunes, and checking emails  i feel clever"
129954,"@ArkansasTravler ...and good night Chesty, wherever you are "
404129,@christay0102 that sounds awesome.. 
67637,@CaramellSC1 Thank you so much! 
127612,"Got the Red Ring of Death on my X-Box 360 and thought &quot;Oh Bugger&quot; but it passed and all seems OK, for now! "
444858,@MiraclesGoddess not that you asked... but your site doesn't suggest that. Add some of your wisdom. Let visitors see the real you 
64365,"@SaulRand LOL that's what they get for making a shit product for years, unfortunately at our expense now "
366075,@wearetheoceans no i'm convinced our postmen forgot to preorder and stole ours 
45858,Just woke up and realized my throat hurts soooo bad. 
170066,"Melbourne - Volkswagon - Transporter - 1985 - $3,200  - new ad received and will be posted on the HCC site soon "
173978,@bubbleforest If you find any good adam/kris please share! 
350213,@zend13 yup comin now 
426854,I look like a drowned rat after being out in that rain. Fun 
358411,@whoisthisjoan_t Those were the days! I could never walk the dog 
520229,at my moms place 
315065,cleaning the awl room  and packing for aussie=D=D woooooooooo
514419,@beijingboyce  I am seriously contemplating timing my next trip home to catch his next fight. They show it in cinemas. Live! With beer!
525578,"my last tweet was the last thing I was able to do on my iphone, it is now pretty hosed... you see, i attempted to repair it. "
332368,@seanmmontague Ditto! I've got a serious case of Mondayitis 
410885,"@Tejizlyke those key points makes us different from the others. Not so much talking about every single thing it came do, but why its cool "
373808,@ssamsamm I know you're my giiirl though and emma too but it's Haley stace Lindsay and I. Miss you. 
390774,"Feeling miserable, don't know why. Have RDBMS exam tmrw! Finally exams knocking the door. "
296080,@cessyyy That's sad  Go to www.sidereel.com to check out the rest of the episodes if you can't wait to buy the DVD for the rest of the eps
220793,Sooooo Sick.. doctors tomorrow morning   PRAYING that I am better for Alpha Gamma Delta's Formal this weeekend !!!!
360250,"She won, wee! Alhamdulilahhhh "
298108,Two week extension on contract ... I'm ready for it to be done 
526969,@ABIBAN ohnoes  what's up bansal?
250949,Who likes McDonalds? 
63480,@hank_hudson i did. Hope you did too. This is the longest drive ever lol  hope i stay awake
447414,wishes she had a digicam.  http://plurk.com/p/xt5w9
35670,@selenagomez You're in New York? Can you pleaseeee come to Staten Island? Its boring here 
526851,I would have won if @allyhope2010 hadn't cheated! 
251891,"Just remember, @gchance and @iblvtoo, &quot;Oblivion&quot; is only a characture and #spymastur is a wanking parody of the #spymaster twitter-virus. "
440997,@ummijah plus I have a sore throat &amp; I have to be awake in 5 hours 
397629,@DavidArchie wow good  are you in US now?
219377,http://twitpic.com/6qz3a - beggar playing.is it funny? 
279565,"Electronics lab exam......... Didn't make any stupid mistakes, only very, very clever ones..... Fish man, i didn't get the o/p "
852,@romaiel Not a good time for a relationship.  Maybe a good time for a few flings though. He's young. She's young. They've got years.
267316,- PLUS fair ground plans with 7 or more people. The more the merrier! 
406251,Someone just broke into amandas car on a main street an stole my backpack...had my laptop in it. IN THE MIDDLE OF THE DAY?! I'm so fucked 
318471,@Brutus626 that you got to see your bubb 
497389,so common dreads is an amazing album of our times! it is outstanding! 
497359,@johncmayer hey there! hope u r goood ;) I'm back on a Mayer-friendly station  just played SAY on 104.3MYfm...my version of a radio hug ;)
